ra,dec,parallax,pmra,pmdec,RV,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,BP-RP,FEH,FEH_err,CFE,CFE_err,CIFE,CIFE_err,NFE,NFE_err,OFE,OFE_err,MGFE,MGFE_err,ALFE,ALFE_err,SIFE,SIFE_err,PFE,PFE_err,SFE,SFE_err,KFE,KFE_err,CAFE,CAFE_err,TIFE,TIFE_err,TIIIFE,TIIIFE_err,VFE,VFE_err,CRFE,CRFE_err,MNFE,MNFE_err,COFE,COFE_err,NIFE,NIFE_err,J,K,H
201.749215,-47.799774,0.199787348508835,-3.79799652099609,-6.68182325363159,238.989364624023,12.003359,0.002780,12.717184,0.003041,11.183604,0.003886,1.533580,-1.59181213378906,0.159000977873802,-0.116577506065369,0.264746576547623,0.1003497838974,0.254097670316696,0.791302561759949,0.236148372292519,0.302177667617798,0.240729779005051,0.271537899971008,0.228515774011612,-0.0128178596496582,0.306441426277161,0.209204435348511,0.224941626191139,0.0679910182952881,2.689781665802,0.33344578742981,0.240690559148788,0.115781188011169,0.341962873935699,0.129221320152283,0.224768295884132,-0.0618704557418823,0.2374597042799,0.143214225769043,0.248420774936676,-0.131569266319275,0.368824332952499,-0.0642908811569214,0.233806505799294,-0.322303175926209,0.274195462465286,-0.299242377281189,0.451163768768311,-0.0212955474853516,0.235856845974922,10.0349998474121,9.35799980163574,9.2170000076294
201.750649,-47.373604,0.157337605953217,-2.73645210266113,-6.32217359542847,233.177108764648,12.356283,0.002775,13.002001,0.002950,11.563516,0.003822,1.438485,-1.77139258384705,0.20914863049984,-0.537655353546143,0.403205573558807,-0.14942455291748,0.371835380792618,0.669703841209412,0.333850115537643,0.355617523193359,0.314020335674286,0.277989387512207,0.290245532989502,-0.137222051620483,0.405645996332169,0.260136842727661,0.293412178754807,0.0187411308288574,4.39688634872437,0.400774002075195,0.290156930685043,0.169454574584961,0.36846736073494,0.159684062004089,0.293370634317398,-0.0834516286849976,0.335159122943878,0.0605018138885498,0.355558544397354,-0.036910891532898,0.415892869234085,-0.145706415176392,0.366530448198319,-0.371596336364746,0.344892710447311,-0.218034029006958,0.463525533676147,2.42829322814941E-04,0.289831519126892,10.4860000610352,9.875,9.75399971008301
201.751741,-47.654545,0.154971778392792,-2.76249098777771,-7.80965614318848,226.780899047852,14.517462,0.002774,15.008278,0.003059,13.850294,0.004012,1.157984,-1.58562755584717,0.225171655416489,0.143177151679993,0.300357639789581,0.155529618263245,0.306650727987289,0.555647015571594,0.391720503568649,0.351732015609741,0.32661235332489,0.24347972869873,0.301200151443481,-0.175205111503601,0.414754122495651,0.240484237670898,0.302269876003265,-0.139779329299927,3.17738676071167,0.288434028625488,0.305797934532166,0.153408408164978,0.381644755601883,0.104941487312317,0.312591433525085,-0.0717067718505859,0.368452459573746,0.0980536937713623,0.388559937477112,0.0203670263290405,0.368374198675156,-0.220760226249695,0.413706570863724,-0.297360181808472,0.338226169347763,-0.115226268768311,0.323236703872681,-0.0554312467575073,0.313951283693314,12.9910001754761,12.4989995956421,12.4280004501343
201.751888,-47.41256,0.176170915365219,-3.02739596366882,-6.65516328811646,222.063949584961,12.639225,0.002777,13.252839,0.003902,11.854343,0.003935,1.398496,-1.70035231113434,0.18139223754406,-0.453741431236267,0.335151940584183,-0.175431966781616,0.343834072351456,0.317634224891663,0.299206376075745,0.343641042709351,0.28257155418396,0.293925404548645,0.256351947784424,-0.131094336509705,0.380409747362137,0.248062133789063,0.255260974168777,0.0105336904525757,2.26184153556824,0.352669477462769,0.25567439198494,0.174427628517151,0.326319187879562,0.142945408821106,0.261936992406845,-0.0619320869445801,0.292394518852234,0.169837951660156,0.278804570436478,-0.0362577438354492,0.34634593129158,-0.100688099861145,0.270068556070328,-0.359362244606018,0.291609138250351,-0.338064074516296,0.566723585128784,-0.0193260908126831,0.260762602090836,10.8109998703003,10.1999998092651,10.0590000152588
201.752245,-47.444866,0.204687342047691,-2.33983135223389,-6.94893789291382,237.528747558594,11.507711,0.002813,12.246877,0.003471,10.643785,0.003906,1.603091,-1.74572563171387,0.192305833101273,-0.556627750396729,0.389508724212647,-0.163321018218994,0.357836484909058,0.432819724082947,0.28650563955307,0.307036399841309,0.287069052457809,0.265053868293762,0.277482330799103,-0.211947679519653,0.419528782367706,0.240005493164063,0.281248241662979,0.133155584335327,3.02897787094116,0.400927186012268,0.276708215475082,0.141312956809998,0.343823045492172,0.154302358627319,0.263855755329132,-0.0816067457199097,0.286386489868164,0.125022053718567,0.291082143783569,-0.00713467597961426,0.319353938102722,-0.0293595790863037,0.249964535236359,-0.355383157730103,0.316982567310333,-0.325055122375488,0.532352149486542,-0.0195306539535522,0.28057011961937,9.49600028991699,8.81700038909912,8.65999984741211
201.752342,-47.452927,0.223356500267982,-3.52503967285156,-7.50286102294922,243.640029907227,11.562449,0.002959,12.338014,0.009005,10.659787,0.005752,1.678226,-1.17783427238464,0.122851431369782,-0.231478095054626,0.233332499861717,-0.0742957592010498,0.219686731696129,1.64124262332916,0.516050100326538,0.225382149219513,0.177570357918739,0.194844305515289,0.175087496638298,0.318340063095093,0.229555785655975,0.186932742595673,0.166164934635162,-0.0449337959289551,1.19180369377136,0.201661765575409,0.176251843571663,0.0415530204772949,0.324297517538071,0.123859643936157,0.167658448219299,-0.0595505237579346,0.192382350564003,0.25224906206131,0.152601957321167,-0.0123116970062256,0.203770279884338,-0.0771793127059937,0.205189079046249,-0.201117038726807,0.185863271355629,-0.0688426494598389,0.215114399790764,-0.0583031177520752,0.183885410428047,9.36999988555908,8.52999973297119,8.4040002822876
201.752842,-47.612457,0.412911593914032,-2.36159157752991,-6.77408123016357,236.251647949219,13.868908,0.002824,14.276320,0.005067,13.065064,0.004684,1.211255,-1.7338684797287,0.226360246539116,-0.318509459495544,0.373458921909332,-0.187380790710449,0.402456820011139,0.578418731689453,0.396637767553329,0.31762707233429,0.324308216571808,0.255246996879578,0.308718264102936,-0.0749695301055908,0.399080842733383,0.251082539558411,0.305698662996292,-0.0989421606063843,2.74452805519104,0.401370406150818,0.296795219182968,0.00662684440612793,0.668579578399658,0.159236907958984,0.30709245800972,-0.125767350196838,0.36682403087616,0.109277725219727,0.414011120796204,0.0679159164428711,0.32158425450325,-0.204242825508118,0.428095877170563,-0.325259327888489,0.332217335700989,-0.337279915809631,0.660352528095245,-0.0559948682785034,0.324415028095245,12.1260004043579,11.6079998016357,11.4930000305176
201.753329,-47.623165,0.135044440627098,-3.50250029563904,-6.874587059021,245.7265625,13.529840,0.002763,14.156774,0.002969,12.767361,0.003834,1.389413,-1.24208080768585,0.120489604771137,0.268648982048035,0.166948392987251,0.209534525871277,0.161291792988777,0.404825508594513,0.160795822739601,0.342769503593445,0.175794497132301,0.336189389228821,0.157741874456406,0.0974423885345459,0.207433775067329,0.210492491722107,0.158591613173485,-0.0473576784133911,1.08457100391388,0.428502142429352,0.174755752086639,0.269450187683105,0.157850995659828,0.180777549743652,0.160313799977303,-0.0230451822280884,0.186000108718872,0.223861336708069,0.152312412858009,-0.00704729557037354,0.210276529192925,-0.0756157636642456,0.180542856454849,-0.268104553222656,0.198465198278427,-0.284239172935486,0.39387309551239,-0.0259824991226196,0.179561987519264,11.7110004425049,11.0989999771118,10.956000328064
201.754211,-47.361526,0.134414926171303,-2.73919367790222,-7.05710554122925,234.969619750977,12.674920,0.002772,13.306123,0.002907,11.906586,0.003813,1.399537,-1.59657490253448,0.17327418923378,-0.336471557617188,0.293512672185898,-0.179759740829468,0.312982887029648,1.08787167072296,0.324941605329514,0.325682282447815,0.259552270174027,0.283361196517944,0.239743024110794,0.18348240852356,0.281819641590118,0.226180911064148,0.235358744859695,-0.0580531358718872,3.6751275062561,0.271223902702332,0.249542981386185,0.16926383972168,0.313120514154434,0.129541993141174,0.249337404966354,-0.0441324710845947,0.275702804327011,0.1544189453125,0.247767597436905,0.0174132585525513,0.27367377281189,-0.0512517690658569,0.255840361118317,-0.31602668762207,0.285778492689133,-0.280609369277954,0.502108991146088,-0.00297069549560547,0.242459028959274,10.8479995727539,10.2069997787476,10.0640001296997
201.75451,-47.269859,0.184300661087036,-2.834721326828,-6.13725757598877,231.94352722168,11.855080,0.002777,12.526346,0.003088,11.057324,0.003882,1.469022,-1.76481699943542,0.198503613471985,-0.552556037902832,0.384785294532776,-0.216059446334839,0.384256601333618,0.497131109237671,0.321202218532562,0.332120776176453,0.308424919843674,0.284887909889221,0.281592607498169,-0.127326846122742,0.405123472213745,0.235453605651855,0.277468860149384,0.0661711692810059,3.60082030296326,0.367179274559021,0.287390559911728,0.198711037635803,0.315108776092529,0.12257182598114,0.285702735185623,-0.104797959327698,0.32223179936409,0.110440373420715,0.355864673852921,-0.0363830327987671,0.360931545495987,-0.174622058868408,0.340573877096176,-0.350517988204956,0.314491391181946,-0.294063806533814,0.525453925132752,-0.0379887819290161,0.290980100631714,9.96399974822998,9.35200023651123,9.23099994659424
